Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	rno03010:Ribosome	17	0.5685618729096991	3.325445569096545E-5	P62907, P29314, P62909, P17702, P62282, P61354, P17074, P61314, P23358, P62083, P24049	1468	22	4978	2.6203244983898935	0.0716608961413494	0.07435696292499874	0.07435696292499874
KEGG_PATHWAY	rno05171:Coronavirus disease - COVID-19	22	0.7357859531772575	8.85245055046409E-5	P62907, P31722, P29314, P62909, P62083, P40190, Q05961, A0A0G2K344, P17702, P62282, P61354, P17074, P61314, P23358, Q8CHN8, P24049	1468	34	4978	2.1941817598974196	0.17958876318900607	0.09036996252063746	0.09036996252063746
KEGG_PATHWAY	ocu03010:Ribosome	10	0.33444816053511706	1.212477135786728E-4	G1SQH0, G1SKF7, G1SZ12, G1TFM5, G1T168, G1SNY0, G1TU13	1468	10	4978	3.391008174386921	0.2374798347475866	0.09036996252063746	0.09036996252063746
KEGG_PATHWAY	mmu03050:Proteasome	9	0.3010033444816053	0.0013815290859424381	Q9D8W5, P70195, P46471, Q8VDM4, Q9Z2U1, Q9R1P4, O88685, P62334, Q60692	1468	10	4978	3.051907356948229	0.9545541987151742	0.6484886625332817	0.6484886625332817
KEGG_PATHWAY	ocu05171:Coronavirus disease - COVID-19	10	0.33444816053511706	0.0014501088160404332	G1SQH0, G1SKF7, G1SZ12, G1TFM5, G1T168, G1SNY0, G1TU13	1468	12	4978	2.8258401453224344	0.9610235061248225	0.6484886625332817	0.6484886625332817
KEGG_PATHWAY	hsa03050:Proteasome	7	0.23411371237458192	0.003405577415148573	Q14997, O43242, P55036, P25789, P25788, P51665, P25787	1468	7	4978	3.391008174386921	0.9995133021853017	1.0	1.0
KEGG_PATHWAY	hsa05012:Parkinson disease	16	0.5351170568561873	0.006333282120230814	O43242, P55036, Q504Y0, P29274, P51665, Q07817, P21912, Q9BXM7, O14727, Q99497, P25789, P25788, Q9Y385, P25787, Q9NZJ5, Q96GE6	1468	28	4978	1.9377189567925264	0.9999993234453164	1.0	1.0
KEGG_PATHWAY	hsa04137:Mitophagy - animal	10	0.33444816053511706	0.0072132343396801345	Q9BXW4, Q07817, Q9BXK5, Q9BXM7, O14807, Q9UHD2, Q7Z3C6, Q14596, Q9HAU4, Q9NZJ5	1468	14	4978	2.422148695990658	0.9999999066811408	1.0	1.0
KEGG_PATHWAY	mmu04820:Cytoskeleton in muscle cells	16	0.5351170568561873	0.009601009267740596	Q61554, Q61555, Q61879, Q62261, P97315, B8JK39, A2AAJ9, A2ASS6, Q9QXS1, Q9JL04, Q00651, A2ARA8, A2APV2, G5E8K5, O70209, P26039	1468	29	4978	1.870901061730715	0.9999999995718629	1.0	1.0
KEGG_PATHWAY	hsa05152:Tuberculosis	12	0.4013377926421404	0.014759679874017969	Q99437, Q09472, O14727, Q9UDY8, Q9ULY5, P11279, P22897, Q15399, P10809, Q9Y4K3, Q96GE6, P17676	1468	20	4978	2.0346049046321526	0.9999999999999963	1.0	1.0
KEGG_PATHWAY	mmu05017:Spinocerebellar ataxia	14	0.46822742474916385	0.014770742671903956	Q9D8W5, P98156, P54254, P70195, P46471, P39429, Q8VDM4, Q9R1P4, Q60692, Q9ESK9, Q9Z2U1, O88685, P62334, O70405	1468	25	4978	1.8989645776566757	0.9999999999999964	1.0	1.0
KEGG_PATHWAY	bta05168:Herpes simplex virus 1 infection	8	0.26755852842809363	0.01944004044148064	A2VDP4, A2VDQ7, Q645M6, Q3ZCC3, Q3T106, Q1RMT8, Q2UVX4	1468	11	4978	2.466187763190488	1.0	1.0	1.0
KEGG_PATHWAY	hsa04148:Efferocytosis	16	0.5351170568561873	0.019978972610167997	Q9BY84, Q8N3P4, Q03181, P09917, Q5GH73, Q9Y2Q0, Q9H269, Q06124, P50416, Q16829, P17676, A6BM72, Q8WWQ8, P07996, Q75V66, Q92556	1468	31	4978	1.7501977674255076	1.0	1.0	1.0
KEGG_PATHWAY	mmu05171:Coronavirus disease - COVID-19	10	0.33444816053511706	0.022668422152021174	P51410, P58682, O09167, Q8R5F7, P19221, Q62077, P47955, Q00560, Q9WUN2, P98064	1468	16	4978	2.119380108991826	1.0	1.0	1.0
KEGG_PATHWAY	bta04936:Alcoholic liver disease	7	0.23411371237458192	0.02303491247899178	P48818, Q645M6, Q2KJC9, Q3ZCC3, Q2KIA4, Q1RMT8, Q2UVX4	1468	9	4978	2.637450802300939	1.0	1.0	1.0
KEGG_PATHWAY	mmu04659:Th17 cell differentiation	6	0.2006688963210702	0.026557816704337198	Q03347, O54910, Q62077, Q64287, Q00560, Q62432	1468	7	4978	2.906578435188789	1.0	1.0	1.0
KEGG_PATHWAY	bta05152:Tuberculosis	6	0.2006688963210702	0.026557816704337198	Q3ZCH0, P46196, Q645M6, Q3ZCC3, Q1RMT8, Q2UVX4	1468	7	4978	2.906578435188789	1.0	1.0	1.0
KEGG_PATHWAY	rno04370:VEGF signaling pathway	6	0.2006688963210702	0.026557816704337198	Q8CFN2, Q66H84, A0A0G2K344, Q66H76, Q6RUV5	1468	7	4978	2.906578435188789	1.0	1.0	1.0
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	9	0.3010033444816053	0.028135044204580573	O14807, P20749, Q9UDY8, Q8TAD2, Q9ULY5, Q06124, Q9NQC7, Q96GE6, P42336	1468	14	4978	2.179933826391592	1.0	1.0	1.0
