pycn_heli.0392	AUGUSTUS	gene	1	4781	0.95	+	.	g1
pycn_heli.0392	AUGUSTUS	gene	16379	16612	0.78	-	.	g2
pycn_heli.0392	AUGUSTUS	gene	16805	17239	0.97	-	.	g3
pycn_heli.0392	AUGUSTUS	gene	17793	17996	1	-	.	g4
pycn_heli.0069	AUGUSTUS	gene	1394	26872	0.76	-	.	g5
pycn_heli.0069	AUGUSTUS	gene	55555	56977	0.35	-	.	g6
pycn_heli.0069	AUGUSTUS	gene	57147	57542	0.43	-	.	g7
pycn_heli.0069	AUGUSTUS	gene	57676	57933	0.78	-	.	g8
pycn_heli.0069	AUGUSTUS	gene	58184	58420	0.49	-	.	g9
pycn_heli.0069	AUGUSTUS	gene	70812	74793	0.37	-	.	g10
pycn_heli.0707	AUGUSTUS	gene	9446	9919	0.75	-	.	g11
pycn_heli.0964	AUGUSTUS	gene	1	1367	0.45	+	.	g12
pycn_heli.0204	AUGUSTUS	gene	676	3172	0.76	-	.	g13
pycn_heli.0204	AUGUSTUS	gene	3207	5011	0.9	-	.	g14
pycn_heli.0204	AUGUSTUS	gene	5655	8206	0.45	+	.	g15
pycn_heli.0204	AUGUSTUS	gene	14649	15110	0.61	-	.	g16
pycn_heli.0204	AUGUSTUS	gene	17741	18076	1	-	.	g17
pycn_heli.0204	AUGUSTUS	gene	19992	23153	0.52	-	.	g18
pycn_heli.0204	AUGUSTUS	gene	25417	32071	0.15	-	.	g19
pycn_heli.0078	AUGUSTUS	gene	30334	30699	1	-	.	g20
pycn_heli.0078	AUGUSTUS	gene	56391	56762	1	-	.	g21
pycn_heli.0078	AUGUSTUS	gene	64491	64727	0.58	-	.	g22
pycn_heli.0078	AUGUSTUS	gene	65818	68666	0.83	+	.	g23
pycn_heli.0228	AUGUSTUS	gene	8376	10953	0.86	-	.	g24
pycn_heli.0240	AUGUSTUS	gene	10514	13112	1	+	.	g25
pycn_heli.0352	AUGUSTUS	gene	1	5135	0.71	+	.	g26
pycn_heli.0352	AUGUSTUS	gene	10197	10457	1	+	.	g27
pycn_heli.0352	AUGUSTUS	gene	14580	15704	0.57	+	.	g28
pycn_heli.0352	AUGUSTUS	gene	16101	17832	0.74	+	.	g29
pycn_heli.0110	AUGUSTUS	gene	8739	9387	0.57	-	.	g30
pycn_heli.0110	AUGUSTUS	gene	16900	17172	0.67	+	.	g31
pycn_heli.0110	AUGUSTUS	gene	17975	18529	0.52	-	.	g32
pycn_heli.0110	AUGUSTUS	gene	19104	20847	0.43	+	.	g33
pycn_heli.0110	AUGUSTUS	gene	21301	25632	0.46	+	.	g34
pycn_heli.0110	AUGUSTUS	gene	33949	34329	0.56	-	.	g35
pycn_heli.0502	AUGUSTUS	gene	3012	8009	0.31	+	.	g36
pycn_heli.0014	AUGUSTUS	gene	7811	10401	1	+	.	g37
pycn_heli.0014	AUGUSTUS	gene	13619	39786	0.77	-	.	g38
pycn_heli.0014	AUGUSTUS	gene	43981	46416	1	+	.	g39
pycn_heli.0014	AUGUSTUS	gene	56541	61116	0.71	+	.	g40
pycn_heli.0014	AUGUSTUS	gene	61871	63444	0.75	-	.	g41
pycn_heli.0014	AUGUSTUS	gene	75446	75853	0.97	-	.	g42
pycn_heli.0014	AUGUSTUS	gene	136197	136652	1	-	.	g43
pycn_heli.0014	AUGUSTUS	gene	136743	138801	0.91	-	.	g44
pycn_heli.0014	AUGUSTUS	gene	143348	146986	0.56	+	.	g45
pycn_heli.0014	AUGUSTUS	gene	151886	152128	0.63	+	.	g46
pycn_heli.0014	AUGUSTUS	gene	152623	155866	1	-	.	g47
pycn_heli.0014	AUGUSTUS	gene	156332	158403	0.73	+	.	g48
pycn_heli.0014	AUGUSTUS	gene	185685	186692	0.95	-	.	g49
pycn_heli.0014	AUGUSTUS	gene	187705	188082	0.46	-	.	g50
pycn_heli.0014	AUGUSTUS	gene	188257	188838	1	-	.	g51
pycn_heli.0014	AUGUSTUS	gene	191300	192277	0.2	+	.	g52
pycn_heli.0014	AUGUSTUS	gene	253571	256197	0.97	-	.	g53
pycn_heli.0014	AUGUSTUS	gene	256818	257561	1	-	.	g54
pycn_heli.0014	AUGUSTUS	gene	257588	258055	0.75	-	.	g55
pycn_heli.0014	AUGUSTUS	gene	258238	260558	0.69	-	.	g56
pycn_heli.0014	AUGUSTUS	gene	260643	261724	0.62	-	.	g57
pycn_heli.0014	AUGUSTUS	gene	405346	430648	0.7	-	.	g58
pycn_heli.0014	AUGUSTUS	gene	454868	469159	1	-	.	g59
pycn_heli.0014	AUGUSTUS	gene	469191	496261	0.42	-	.	g60
pycn_heli.0014	AUGUSTUS	gene	508556	509227	0.79	-	.	g61
pycn_heli.0014	AUGUSTUS	gene	530299	532856	0.37	-	.	g62
pycn_heli.0014	AUGUSTUS	gene	532895	553905	0.81	-	.	g63
pycn_heli.0014	AUGUSTUS	gene	553958	555394	0.72	-	.	g64
pycn_heli.0014	AUGUSTUS	gene	555430	565196	0.94	-	.	g65
pycn_heli.0014	AUGUSTUS	gene	565256	568732	0.6	-	.	g66
pycn_heli.0014	AUGUSTUS	gene	569151	585793	1.62	-	.	g67
pycn_heli.0014	AUGUSTUS	gene	585913	589768	0.98	-	.	g68
pycn_heli.0014	AUGUSTUS	gene	589830	605994	0.55	-	.	g69
pycn_heli.0014	AUGUSTUS	gene	606527	609858	1	-	.	g70
pycn_heli.0014	AUGUSTUS	gene	609900	610889	1	-	.	g71
pycn_heli.0014	AUGUSTUS	gene	611007	642921	0.99	-	.	g72
pycn_heli.0014	AUGUSTUS	gene	643059	743859	0.44	-	.	g73
pycn_heli.0014	AUGUSTUS	gene	692017	692310	0.93	-	.	g74
pycn_heli.0014	AUGUSTUS	gene	752232	775212	1	-	.	g75
pycn_heli.0014	AUGUSTUS	gene	775822	777784	1	+	.	g76
pycn_heli.0014	AUGUSTUS	gene	782264	789390	1	-	.	g77
pycn_heli.0014	AUGUSTUS	gene	791828	799653	1	-	.	g78
pycn_heli.0014	AUGUSTUS	gene	800799	807970	0.7	-	.	g79
pycn_heli.0014	AUGUSTUS	gene	809229	824692	0.77	-	.	g80
pycn_heli.0014	AUGUSTUS	gene	860330	887747	0.99	-	.	g81
pycn_heli.0014	AUGUSTUS	gene	887582	887959	0.85	+	.	g82
pycn_heli.0014	AUGUSTUS	gene	904526	922040	1	-	.	g83
pycn_heli.0014	AUGUSTUS	gene	951468	954664	1	-	.	g84
pycn_heli.0014	AUGUSTUS	gene	1069130	1070278	1	+	.	g85
pycn_heli.0014	AUGUSTUS	gene	1085979	1115070	0.49	+	.	g86
pycn_heli.0014	AUGUSTUS	gene	1131135	1135058	0.46	-	.	g87
pycn_heli.0014	AUGUSTUS	gene	1137562	1138041	0.55	-	.	g88
pycn_heli.0014	AUGUSTUS	gene	1161880	1199395	1	+	.	g89
pycn_heli.0014	AUGUSTUS	gene	1199670	1199972	0.75	+	.	g90
pycn_heli.0014	AUGUSTUS	gene	1200022	1207439	0.92	+	.	g91
pycn_heli.0014	AUGUSTUS	gene	1209587	1212739	0.5	-	.	g92
pycn_heli.0014	AUGUSTUS	gene	1216033	1226631	1	+	.	g93
pycn_heli.0014	AUGUSTUS	gene	1232746	1235110	1	-	.	g94
pycn_heli.0014	AUGUSTUS	gene	1238582	1240704	1	+	.	g95
pycn_heli.0014	AUGUSTUS	gene	1243334	1253315	1.91	-	.	g96
pycn_heli.0014	AUGUSTUS	gene	1256271	1280409	1	+	.	g97
